age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded
,,,0.999999998998999,0.0,0.99999979166671,,0.3389121197107897,,0.9999999962192817,1.0,,2.0,,2.0,,1.0,3.0,,1.0
,,,,,,,0.19246861119378172,,,0.0,,6.0,,0.0,,0.0,6.0,,1.0
0.5185185121170555,0.004084197296863275,0.119047616213152,,0.1428571224489825,,0.9802057168828102,0.19246861119378172,0.2682925861707313,0.5122873326567586,,,0.0,,0.0,,0.0,,1.0,
,,0.0952380929705216,0.999999998998999,,0.99999979166671,,0.3389121197107897,,0.9999999962192817,,,,,2.0,,0.0,,,
,,,,0.0,0.9374998046875407,,0.6025104350414043,0.0008377663316187274,0.8597353464660276,,,3.0,1.0,0.0,0.0,1.0,,2.0,1.0
,0.22840087960150773,0.0238095232426304,,0.0,,0.9821281072378829,0.154811709003694,0.278402875548998,0.5122873326567586,4.0,,,,0.0,0.0,,,,1.0
,,,,0.0,,0.9802057168828102,,,,0.0,,,0.0,2.0,0.0,,6.0,,
,,0.0238095232426304,,0.0,0.9374998046875407,,0.6025104350414043,0.962730697779913,0.8597353464660276,,2.0,,1.0,,,,,3.0,
,,0.0238095232426304,0.999999998998999,0.0,0.9374998046875407,,0.6025104350414043,0.962730697779913,0.8597353464660276,,1.0,2.0,0.0,,0.0,1.0,6.0,3.0,1.0
,,0.1428571394557824,,,0.99999979166671,0.9910323658605547,0.3389121197107897,,,9.0,2.0,,0.0,,,0.0,3.0,4.0,
0.37037036579789673,0.07948476277741603,,,,,0.0,0.36820082141419147,,0.8778827944125407,,0.0,5.0,,0.0,,,,,
,0.06817467795533312,,,,,,0.36820082141419147,,,,1.0,,,,,0.0,7.0,2.0,1.0
0.2716049349184576,,,0.999999998998999,,,,0.37656902190087777,,,,1.0,,,2.0,,1.0,,3.0,
,0.038014451763112016,0.0,0.999999998998999,,0.9374998046875407,0.991835122272563,,,0.8597353464660276,,,,,0.0,2.0,,6.0,,
,,0.1666666626984128,0.999999998998999,0.0,0.99999979166671,,0.3389121197107897,0.9837442404092517,0.9999999962192817,,,0.0,0.0,2.0,0.0,,,,
,,,,0.0,,,0.41841002433430863,,,0.0,,,,2.0,,0.0,,3.0,
0.23456789833866792,0.046497015379674204,0.0,0.999999998998999,,,0.985233507042231,0.6694560389348938,,,4.0,1.0,6.0,0.0,,,0.0,5.0,2.0,0.0
,,,0.999999998998999,0.1428571224489825,,0.0,0.36820082141419147,0.0006910680151497596,,4.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,4.0,
0.22222221947873805,0.04084197296863275,,0.999999998998999,0.0,0.99999979166671,0.9910323658605547,,0.9835459994410504,0.9999999962192817,4.0,1.0,,0.0,,0.0,0.0,3.0,4.0,1.0
,,,,,,,,0.2704732368209457,0.5122873326567586,,1.0,3.0,0.0,,,0.0,,2.0,1.0
,0.056550424110414575,0.0238095232426304,,,,0.991835122272563,0.6025104350414043,,,,,3.0,,2.0,,,6.0,4.0,1.0
,0.04209864905997529,0.0,0.999999998998999,,,,0.19246861119378172,,0.5122873326567586,1.0,2.0,,1.0,,,,6.0,,
0.23456789833866792,,0.0238095232426304,,0.0,0.1041666449652823,0.9809450977886074,0.41841002433430863,0.2480720074141979,,9.0,2.0,,0.0,2.0,,,4.0,,1.0
,,,0.999999998998999,0.0,,,,,,,0.0,,,0.0,,1.0,,,1.0
0.1358024674592288,0.030788564237892377,0.0,0.999999998998999,0.0,,,,,,8.0,,6.0,1.0,2.0,0.0,,0.0,0.0,
0.18518518289894836,0.08231228398293676,,,,0.33333326388890333,0.9802057168828102,,,0.5122873326567586,0.0,,,0.0,2.0,,,,,
,0.1731071315824357,,,0.1428571224489825,,0.9802057168828102,0.19246861119378172,,0.5122873326567586,,,,,2.0,,0.0,6.0,2.0,0.0
0.25925925605852773,,0.0476190464852608,0.999999998998999,0.0,,0.991835122272563,0.6025104350414043,,0.8597353464660276,,2.0,3.0,,2.0,0.0,,,3.0,1.0
0.20987654061880814,,0.0238095232426304,0.999999998998999,0.0,,,0.19246861119378172,0.2601647064744777,0.5122873326567586,9.0,1.0,5.0,0.0,2.0,0.0,,6.0,0.0,
0.20987654061880814,,0.238095232426304,0.999999998998999,,,0.9802057168828102,0.19246861119378172,,,,,5.0,0.0,2.0,,0.0,6.0,4.0,1.0
0.45679011781740597,,0.0,0.999999998998999,0.0,0.6874998567708631,0.0,,0.8231690561661923,,,,6.0,0.0,,0.0,0.0,7.0,,
0.07407407315957934,,0.0,,0.0,0.33333326388890333,0.9802057168828102,0.19246861119378172,0.2508473809690162,0.5122873326567586,9.0,,3.0,0.0,,,,,,
,,,0.999999998998999,0.1428571224489825,,,0.36820082141419147,0.7970012483636196,,7.0,,,,,0.0,,,0.0,
0.802469125895443,,0.119047616213152,0.999999998998999,0.0,,,0.6778242394215798,7.929638728052325e-07,,,,,0.0,,1.0,,,,
,0.2632736411362634,0.0476190464852608,0.999999998998999,0.0,0.99999979166671,0.9910323658605547,0.3389121197107897,0.983347758472849,0.9999999962192817,,1.0,,0.0,2.0,,0.0,,,1.0
,,,0.999999998998999,0.0,0.99999979166671,,0.3389121197107897,0.9837442404092517,,,,6.0,,2.0,2.0,0.0,,,1.0
,0.06597549479548366,,0.999999998998999,,0.33333326388890333,,,0.278402875548998,0.5122873326567586,,,,0.0,0.0,0.0,0.0,0.0,1.0,
,,0.0,0.999999998998999,0.0,0.6874998567708631,0.0,0.36820082141419147,,0.8778827944125407,,,3.0,0.0,,2.0,0.0,,,
,,0.0,0.999999998998999,,0.33333326388890333,0.9802057168828102,,0.26432776680670517,0.5122873326567586,,0.0,,0.0,,0.0,,6.0,4.0,0.0
,0.15708451141781826,0.0,0.999999998998999,0.0,,,0.6025104350414043,0.9623342158435104,,,,6.0,,,0.0,,,,1.0
0.32098765035817717,,0.0476190464852608,,0.0,0.99999979166671,0.9968100995101411,,0.9845372042820569,,,0.0,,,,0.0,1.0,4.0,,
,,0.0714285697278912,,0.0,,0.991835122272563,0.6025104350414043,,0.8597353464660276,3.0,2.0,,,,0.0,1.0,6.0,0.0,1.0
,0.09299403075934841,,,0.1428571224489825,0.0,0.9776284462968887,0.8661087503720186,,0.20378071756604507,9.0,2.0,,0.0,,,,,4.0,
0.19753086175887827,0.06251963554429167,,0.999999998998999,0.0,0.99999979166671,0.9910323658605547,0.3389121197107897,0.0008575904284388582,0.9999999962192817,4.0,,6.0,,,0.0,0.0,,,
,,,0.006006005999993988,,0.6874998567708631,,,0.8231690561661923,0.8778827944125407,0.0,,2.0,,,,0.0,,,
,,0.1666666626984128,0.999999998998999,0.0,0.0,0.9776284462968887,,,0.20378071756604507,0.0,1.0,,,2.0,0.0,,,1.0,
0.2839506137783875,,0.0238095232426304,0.999999998998999,0.0,0.99999979166671,0.9860257008698708,0.6150627357714334,,,9.0,2.0,5.0,,0.0,0.0,,,4.0,
,0.08231228398293676,0.0714285697278912,,0.0,0.9374998046875407,,0.6025104350414043,,,,1.0,,0.0,1.0,1.0,,,,
,0.1721646245139288,0.1666666626984128,,0.0,0.99999979166671,0.9968100995101411,,,,7.0,1.0,3.0,0.0,,,,,,
0.8888888779149522,,0.0,0.999999998998999,,0.47916656684029857,0.9940004520681118,,4.896551914572306e-05,0.0,5.0,,,,,,,9.0,,1.0
,0.030160226192221105,0.0,,,0.1041666449652823,0.9728964084997868,,,0.4257088830786033,,,6.0,,2.0,,0.0,1.0,,
,,0.0476190464852608,,0.0,0.6874998567708631,0.0,0.36820082141419147,,0.8778827944125407,0.0,1.0,3.0,0.0,0.0,0.0,,7.0,,1.0
,0.10933081994680151,,,,,0.0,,0.8079045016146915,0.8778827944125407,,,2.0,0.0,,,,,,
,,0.0,0.999999998998999,0.0,,0.9860257008698708,,0.983942481377453,0.9999999962192817,,,7.0,1.0,2.0,2.0,0.0,1.0,,1.0
,,,,0.0,0.9374998046875407,0.991835122272563,0.6025104350414043,0.9629289387481144,,6.0,1.0,6.0,,0.0,0.0,1.0,6.0,,1.0
,0.06597549479548366,0.0,,0.1428571224489825,,,0.9999999581589976,,0.20378071756604507,,2.0,,0.0,2.0,0.0,,,3.0,
0.08641975201950924,0.06314797358996294,,0.999999998998999,0.0,0.33333326388890333,,,0.2573893329196594,0.5122873326567586,7.0,,3.0,0.0,2.0,,0.0,6.0,,
,,0.0,0.999999998998999,,0.6874998567708631,,,0.830702212957842,,6.0,,,,2.0,,0.0,,1.0,0.0
,,,0.999999998998999,,0.99999979166671,0.9860257008698708,,,0.9999999962192817,,1.0,,,2.0,,0.0,1.0,4.0,1.0
,,,,,,0.9802057168828102,0.19246861119378172,,0.5122873326567586,,2.0,6.0,,2.0,0.0,,6.0,,1.0
,0.023248507689837102,,,0.0,,,0.6150627357714334,0.9837442404092517,0.9999999962192817,9.0,,5.0,0.0,,,0.0,1.0,,
,,0.0238095232426304,0.999999998998999,,0.9374998046875407,0.991835122272563,0.6025104350414043,,,,,0.0,,,,,,,1.0
0.23456789833866792,0.07131636818368949,0.0238095232426304,,0.0,,,0.19246861119378172,0.26294008002929603,,,,3.0,,0.0,0.0,,6.0,2.0,
,,,,0.0,,0.9968100995101411,,,,,1.0,,1.0,,0.0,1.0,,1.0,
,0.0860823122569644,0.0238095232426304,0.999999998998999,,,,,0.983347758472849,,,1.0,,0.0,2.0,,,4.0,1.0,
,0.022620169644165827,,0.999999998998999,,0.99999979166671,0.9968100995101411,0.37656902190087777,0.9845372042820569,,,1.0,2.0,,0.0,,,,,
,0.10807414385545897,,0.999999998998999,0.0,,,0.19246861119378172,0.2558034051740489,,7.0,,2.0,0.0,,,0.0,6.0,3.0,
,0.0524662268135513,,0.006006005999993988,0.285714244897965,,,,,0.17051039633077147,3.0,,0.0,1.0,,,,,3.0,
0.18518518289894836,,,,,,,,4.896551914572306e-05,,,,5.0,,,0.0,,1.0,0.0,0.0
0.5061728332571255,0.04963870560803057,0.0476190464852608,,,,0.0,,,0.8778827944125407,,1.0,5.0,,,,0.0,,0.0,
0.32098765035817717,,0.0,,,0.99999979166671,0.9910323658605547,0.3389121197107897,,,3.0,1.0,0.0,0.0,2.0,,0.0,3.0,4.0,
0.1728395040390185,,,,0.0,,,0.36820082141419147,,,,2.0,3.0,,0.0,,0.0,7.0,0.0,
0.16049382517908858,0.00816839459372655,0.2142857091836736,,,0.6874998567708631,0.0,0.36820082141419147,,,,,,,,2.0,,7.0,0.0,
,0.316368205995486,,0.999999998998999,,0.9374998046875407,,0.6025104350414043,0.9623342158435104,0.8597353464660276,4.0,,,0.0,0.0,0.0,,6.0,,1.0
0.4074074023776864,0.05780710020175712,0.0238095232426304,,,0.9374998046875407,,0.6025104350414043,,,1.0,,7.0,1.0,,,,,2.0,1.0
0.43209876009754616,,,0.999999998998999,,,,,0.9623342158435104,0.8597353464660276,9.0,,,0.0,,,1.0,,,
